FORMA|KEY|LEMMA|ETIMO|LANG|DATE|POS|FUNCT|gender|number|case|degree|deterType|MWEs|pronType|person|verbForm|mood|tense|voice|property|adpType|advType|advType2|numType|partType|g|h|p|v|LOC.1|LOC.2|LOC.3|LOC.4|DATE.0|DATE.1|DATE.2
tenser|tenser|tencier|*TENTIARE|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tenue|tenue2|tenir1|TENERE|||verb|compTens|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tenz|tenz|tens|TEMPS1|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tenz|tenz1|tens|TEMPS1|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
terme|terme1|terme|TERMINUS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
terrai|terrai|tenir1|TENERE|||verb|||Sing||||||1|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
terre|terre|terre|TERRA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
terres|terres|terre|TERRA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
terriene|terriene|terrïen|TERRA|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
terrés|terrés|tenir1|TENERE|||verb|||Plur||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tes|tes|ton4|TUUS|||determiner||Masc|Plur|Acc||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tesmoigne|tesmoigne|tesmoignier|TESTIMONIUM|||verb|||Sing||||||3|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
teste|teste|teste|TESTA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
teu|teu|tel|TALIS|||determiner||Masc|Sing|Nom||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
teu|teu1|tel|TALIS|||determiner||Masc|Sing|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
teu|teu3|tel|TALIS|||determiner||Fem|Sing|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tiegne|tiegne|tenir1|TENERE|||verb|||Sing||||||1|Fin|Sub|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tieng|tieng|tenir1|TENERE|||verb|||Sing||||||1|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tient|tient|tenir1|TENERE|||verb|||Sing||||||3|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tient|tient1|tenir1|TENERE|||verb|||Sing||||||3|Fin|Ind|Pres|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tierce|tierce|tierce|TERTIUS|||adjective|Noun|Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tint|tint|tenir1|TENERE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tochast|tochast|tochier|TOKK-|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
toi|toi|toi|TE|||pronoun|||Sing|Acc||||Prs|2|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
toison|toison|toison|TONSIO|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tollue|tollue|tolir|TOLLERE|||verb|compTens|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tollue|tollue1|tolir|TOLLERE|||verb|compPass|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ton|ton|ton4|TUUS|||determiner||Masc|Sing|Acc||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tonant|tonant|toner|TONARE|||verb|Adj|||||||||Ind|Part|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tor|tor|tor2|TURRIS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
torna|torna|torner|TORNARE|||verb|||Sing||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
torna|torna1|torner|TORNARE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
torner|torner|torner|TORNARE|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tornoient|tornoient|torner|TORNARE|||verb|||Plur||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tors|tors|tor2|TURRIS|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tort|tort|tort2|TORQUERE|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tos|tos|tot|TOTUS|||determiner||Masc|Sing|Nom||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tos|tos1|tot|TOTUS|||determiner||Masc|Plur|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tos|tos2|tot|TOTUS|||determiner||Masc|Sing|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tos|tos3|tot|TOTUS|||determiner||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tos|tos4|tot|TOTUS|||pronoun||Masc|Plur|Nom||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tos|tos5|tot|TOTUS|||pronoun||Masc|Plur|Acc||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tos|tos6|tot|TOTUS|||pronoun||Masc|Sing|Acc||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tos|tos7|tot|TOTUS|||determiner||Masc|Plur|Nom||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tost|tost|tost|TOSTUS|||determiner||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot|tot|tot|TOTUS|||determiner||Masc|Sing|Nom||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot|tot1|tot|TOTUS|||determiner||Masc|Plur|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot|tot2|tot|TOTUS|||determiner||Fem|Plur|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot|tot3|tot|TOTUS|||determiner||Masc|Sing|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot|tot4|tot|TOTUS|||determiner||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot|tot5|tot|TOTUS|||determiner||Masc|Plur|Nom||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot|tot7|tot|TOTUS|||determiner||Fem|Sing|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot_ce|tot_ce|tot|TOTUS|||pronoun|Pron|Neut|Sing|Nom|||MWEs|Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot_ce|tot_ce1|tot|TOTUS|||determiner|Pron|Neut|Sing|Acc||Ind|MWEs|||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot_ce_qe|tot_ce_qe|tot|TOTUS|||determiner|SConj |Neut|Sing|||Ind|MWEs|||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot_ce_que|tot_ce_que|tot|TOTUS|||determiner|SConj |Neut|Sing|||Ind|MWEs|||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot_maintenan|tot_maintenan|maintenant|MANU TENERE|||adverb|Adv||||||MWEs|||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot_maintenant|tot_maintenant|maintenant|MANU TENERE|||adverb|Adv||||||MWEs|||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot_maintenant_qe|tot_maintenant_qe|maintenant|MANU TENERE|||adverb|SConj ||||||MWEs|||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tot_maintenant_q’|tot_maintenant_q’|maintenant|MANU TENERE|||adverb|SConj ||||||MWEs|||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tote|tote|tot|TOTUS|||determiner||Fem|Sing|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
touche|touche|tochier|TOKK-|||verb|||Sing||||||3|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
touchier|touchier|tochier|TOKK-|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tous|tous|tot|TOTUS|||determiner||Masc|Plur|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
touson|touson|toison|TONSIO|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tout|tout|tot|TOTUS|||determiner||Masc|Sing|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
toute|toute|tot|TOTUS|||determiner||Fem|Sing|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
toute_fois|toute_fois|totesfoiz|VICES|||determiner||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
toutes|toutes|tot|TOTUS|||determiner||Fem|Plur|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
toutes_fois|toutes_fois|totesfoiz|VICES|||determiner||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
traierais|traierais|traire|TRAHERE|||verb|||Sing||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
trait|trait|traire|TRAHERE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
traites|traites|traire|TRAHERE|||verb||Fem|Plur|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
travail|travail|travail|*TRIPALIARE|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
travaillé|travaillé|travaillier|*TRIPALIARE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
travaillés|travaillés|travaillier|*TRIPALIARE|||verb|Adj|Masc|Plur|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
travaillés|travaillés1|travaillier|*TRIPALIARE|||verb|Adj|Masc|Sing|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
traïst|traïst|traire|TRAHERE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
trebuchier|trebuchier|trebuchier|BUK|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tregrant|tregrant|grant|GRANDIS|||adjective||Fem|Sing||Abs|||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
trenbloient|trenbloient|trembler|*TREMULARE|||verb|||Plur||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
trencha|trencha|trenchier1|*TRINICARE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
trenchant|trenchant|trenchier1|*TRINICARE|||verb|Adj|||||||||Ind|Part|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
trepensés|trepensés|trespenser|PENSARE|||verb|Adj|Masc|Plur|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
treplaisant|treplaisant|plaisant|PLACERE|||adjective||Fem|Sing||Abs|||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
treplaisanz|treplaisanz|plaisant|PLACERE|||adjective||Fem|Plur||Abs|||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
trere|trere|traire|TRAHERE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tresaute|tresaute|tressalir|SALIRE|||verb|||Sing||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
treses|treses|trece|*TRíCHIA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tresor|tresor|tresor|THESAURUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tristes|tristes|triste|TRISTIS|||adjective||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tristes|tristes1|triste|TRISTIS|||adjective||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tristor|tristor|tristor|TRISTIS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
troie|troie|Troie||||properNoun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
troiene|troiene|troyen|TROJANUS|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
troiens|troiens|troyen|TROJANUS|||adjective|Noun|Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
troienz|troienz1|troyen|TROJANUS|||adjective|Noun|Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
troienz|troienz2|troyen|TROJANUS|||adjective|Noun|Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
troiez|troiez|troyen|TROJANUS|||adjective|Noun|Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
trois|trois|trois1|TRES|||numeral||||||||||||||||||Ord||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
troiz|troiz|trois1|TRES|||numeral||||||||||||||||||Ord||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
trop|trop|trop|THORP|||numeral||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
trova|trova|trover|*TROPARE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
trover|trover|trover|*TROPARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
troverais|troverais|trover|*TROPARE|||verb|||Sing||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
troverent|troverent|trover|*TROPARE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
trovés|trovés|trover|*TROPARE|||verb|compPass|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
truis|truis|trover|*TROPARE|||verb|||Sing||||||3|Fin|Sub|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
très|très|très|TRANS|||adverb||||||||||||||||Deg||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
très_plaisans|très_plaisans|plaire|PLACERE|||verb|Adj|||||||||Ind|Part|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tu|tu|tu|TU|||pronoun|||Sing|Nom||||Prs|2|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
tuer|tuer|tüer|TUTARI|||verb||||||||||Ind|Inf|Pres|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
t’|t’|toi|TE|||pronoun|||Sing|Acc||||Prs|2|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
uis|uis|uis|OSTIUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
umelia|umelia|umelïer|HUMILIS|||verb|||Sing||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
un|un|un|UNUS|||determiner||Masc|Sing|||ArtIndef||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
un|un1|un|UNUS|||determiner||Fem|Sing|||ArtIndef||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
un|un2|un|UNUS|||pronoun||Masc|Sing|Nom||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
une|une|un|UNUS|||determiner||Fem|Sing|||ArtIndef||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
une|une1|un|UNUS|||pronoun||Fem|Sing|||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
universe|universe|univers|UNIVERSUS|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
us|us|uis|OSTIUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vaillance|vaillance|vailance|VALERE|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vaillans|vaillans|valoir|VALERE|||verb|Adj|||||||||Ind|Part|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vaillant|vaillant|valoir|VALERE|||verb|Adj|||||||||Ind|Part|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vaincre|vaincre|veintre|VINCERE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vaincrés|vaincrés|veintre|VINCERE|||verb|||Plur||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vainqi|vainqi|veintre|VINCERE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vaire|vaire|vair1|VARIUS|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vais|vais|tresaler|VADERE|||verb|||Sing||||||2|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vait|vait|tresaler|AMBULARE|||verb|||Sing||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vallor|vallor|valor|VALOR|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
valor|valor|valor|VALOR|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
valu|valu|valoir|VALERE|||verb|compPass|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vasal|vasal|vassal|VASSALLUS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vaudra|vaudra|valoir|VALERE|||verb|||Sing||||||3|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vea|vea|vëer|VETARE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
veant|veant| vëoir|VIDERE|||verb||||||||||Ind|Ger|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
veillent|veillent|veillier2|VIGILARE|||verb|||Plur||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
veillerent|veillerent|veillier2|VIGILARE|||verb|||Plur||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
veira|veira|vëoir|VIDERE|||verb|||Sing||||||3|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
veirais|veirais| vëoir|VIDERE|||verb|||Sing||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
veirés|veirés|vëoir|VIDERE|||verb|||Plur||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
velloient|velloient|veillier2|VIGILARE|||verb|||Plur||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
velt|velt|voloir|VELLE|||verb|auxMod||Sing||||||3|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vencoit|vencoit|venter|VENTUS|||verb|||Sing||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vencue|vencue|veintre|VINCERE|||verb|compTens|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vendirent|vendirent|vendre|VENDERE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vendissent|vendissent|vendre|VENDERE|||verb|||Plur||||||3|Fin|Sub|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vendra|vendra|venir|VENIRE|||verb|||Sing||||||3|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vengiance|vengiance|venjance|VINDICARE|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
venim|venim|venin|VENENUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
venin|venin|venin|VENENUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
venir|venir|venir|VENIRE|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
venist|venist|venir|VENIRE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
venoient|venoient|venir|VENIRE|||verb|||Plur||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
venoit|venoit|venir|VENIRE|||verb|||Sing||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vent|vent|vent|VENTUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vent|vent1|vent|VENTUS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vente|vente|venter|VENTUS|||verb|||Sing||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ventre|ventre|ventre1|VENTER|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
venue|venue|venüe|VENIRE|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
venue|venue1|venir|VENIRE|||verb|compTens|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
venus|venus|venir|VENIRE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
venus|venus1|venir|VENIRE|||verb|compTens|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
venuz|venuz|venir|VENIRE|||verb|compTens|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
veoient|veoient|vëoir|VIDERE|||verb|||Plur||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
veoir|veoir|vëoir|VIDERE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
veoit|veoit|vëoir|VIDERE|||verb|||Sing||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
veraie|veraie|verai|*VERACUS|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
veraiement|veraiement|veraiement|*VERACUS|||adverb||||||||||||||||Man||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
verais|verais|verai|*VERACUS|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
verais|verais1|vëoir|VIDERE|||verb|||Sing||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
verdoiant|verdoiant|verdoiier|VIRIDIS|||verb|Adj|||||||||Ind|Part|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vereois|vereois|vëoir|VIDERE|||verb|||Plur||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vergogneuse|vergogneuse|vergoignos|VERECUNDIA|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
verité|verité|verité|VERITAS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vermoils|vermoils|vermeil1|VERMICULUS|||adjective||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
verra|verra|venir|VENIRE|||verb|||Sing||||||3|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
verrais|verrais|vëoir|VIDERE|||verb|||Sing||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
verrois|verrois|vëoir|VIDERE|||verb|||Plur||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
verrés|verrés|venir|VENIRE|||verb|||Plur||||||2|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vers|vers|vers2|VERSUS1|||verb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
versiers|versiers|vergier1|VIRIDIARIUM|||noun||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vertu|vertu|vertu|VIRTUS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
vertus|vertus|vertu|VIRTUS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
