FORMA|KEY|LEMMA|ETIMO|LANG|DATE|POS|FUNCT|gender|number|case|degree|deterType|MWEs|pronType|person|verbForm|mood|tense|voice|property|adpType|advType|advType2|numType|partType|g|h|p|v|LOC.1|LOC.2|LOC.3|LOC.4|DATE.0|DATE.1|DATE.2
lermes|lermes|larme|LACRIMA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
les|les|le|ILLE|||determiner||Masc|Plur|||ArtDef||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
les|les1|le|ILLE|||determiner||Fem|Plur|||ArtDef||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
les|les4|le|ILLE|||pronoun||Masc|Plur|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
les|les5|le|ILLE|||pronoun||Fem|Plur|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
les|les6|le|ILLE|||pronoun||Masc|Sing|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
les|les7|le|ILLE|||pronoun||Neut|Sing|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
les_qels|les_qels|quel1|QUALIS|||pronoun||Masc|Plur|Nom||||Int||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
letres|letres|letre|LITTERA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
leu|leu|lieu|LOCUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
leugier|leugier|legier2|*LEVIARIUS|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
leva|leva|lever|LEVARE|||verb|||Sing||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
levee|levee|lever|LEVARE|||verb|compPass|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
levees|levees|lever|LEVARE|||verb|compPass|Fem|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
levees|levees1|lever|LEVARE|||verb|compTens|Fem|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lever|lever|lever|LEVARE|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
levriers|levriers|levrier|LEPUS|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
li|li|le|ILLE|||determiner||Masc|Sing|||ArtDef||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
li|li2|li|ILLE|||pronoun||Masc|Sing|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
li|li3|li|ILLE|||pronoun||Fem|Sing|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
li|li4|li|ILLE|||pronoun||Masc|Plur|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lierai|lierai|lire1|LEGERE|||verb|||Sing||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lierent|lierent|liier3|LIGARE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lieues|lieues|lieue|LEUCA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lieva|lieva|lever|LEVARE|||verb|||Sing||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lieve|lieve|lieue|LEUCA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lieverent|lieverent|lever|LEVARE|||verb|||Plur||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
liez|liez|lié1|LAETUS|||adjective||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lignaje|lignaje|lignage|LINEA|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lignajes|lignajes|lignage|LINEA|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lillo|lillo|NO|bbb|fr.m.|XIV|verb|Adp|||||||||Fin|Imp|Past|Act|||||||g||p||grenoble||paris||XII|XIII|
lis|lis|lit|LECTUS|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lison|lison|lire1|LEGERE|||verb|||Sing||||||1|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
list|list|lire1|LEGERE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lit|lit|lit|LECTUS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lit|lit1|lit|LECTUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
liues|liues|lieue|LEUCA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lié|lié1|lié1|LAETUS|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
liés|liés|lié1|LAETUS|||adjective||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lli|lli|il|ILLE|||pronoun|||Sing|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
loa|loa|löer1|LAUDARE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
loi|loi|loi3|LEX|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
loial|loial|lëal|LEGALIS|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
loialment|loialment|lëal|LEGALIS|||adverb||||||||||||||||Man||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
loiaument|loiaument|lëalment|LEGALIS|||adverb||||||||||||||||Man||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
loiauté|loiauté|lëauté|LEGALIS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
loing_de|loing_de|loing|LONGE|||adverb|Adp||||||MWEs|||||||||Loc||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
loins|loins|loing|LONGE|||adverb||||||||||||||||Loc||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
loisir|loisir|loisir2|LICERE|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lonc|lonc|lonc|LONGUS|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
longuement|longuement|longement|LONGUS|||adjective||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lor|lor|lor3|ILLE|||determiner||Masc|Sing|Nom||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lor|lor1|lor3|ILLE|||determiner||Masc|Sing|Acc||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lor|lor2|lor3|ILLE|||determiner||Fem|Sing|||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lor|lor3|lors|HORA|||determiner||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lor|lor4|lor2|ILLE|||pronoun|||Plur|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lor|lor5|lor3|ILLE|||determiner||Fem|Plur|||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lor|lor6|lor3|ILLE|||determiner||Masc|Plur|Acc||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lor|lor7|lor3|ILLE|||determiner||Masc|Plur|Nom||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lors|lors|lor3|ILLE|||determiner||Masc|Plur|Acc||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lors|lors1|lors|HORA|||determiner||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lou|lou|löer1|LAUDARE|||verb|||Sing||||||1|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
loulté|loulté|lëauté|LEGALIS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
loés|loés|löer1|LAUDARE|||verb|compPass|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
loërent|loërent|löer1|LAUDARE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
loëroie|loëroie|löer1|LAUDARE|||verb|||Sing||||||1|Fin|Cnd|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lu|lu|le|ILLE|||determiner||Masc|Sing|||ArtDef||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lui|lui|lui|ILLE|||pronoun|||Sing|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
luisant|luisant|luisir|LUCERE|||verb|Adj|||||||||Ind|Part|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
luminaire|luminaire|lulinaire|LUMINARE2|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lune|lune|lune|LUNA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
là|là|là|ILLAC|||adverb||||||||||||||||Loc||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
là_où|là_où|là|ILLAC|||adverb|Adv||||||MWEs|||||||||Loc||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lïa|lïa|liier3|LIGARE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lïés|lïés|liier3|LIGARE|||verb|compPass|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
lïés|lïés1|liier3|LIGARE|||verb||Masc|Plur|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
l’|l’|le|ILLE|||determiner||Masc|Sing|||ArtDef||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
l’|l’1|le|ILLE|||determiner||Fem|Sing|||ArtDef||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
l’|l’4|le|ILLE|||pronoun||Fem|Sing|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
l’|l’5|le|ILLE|||pronoun||Masc|Sing|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
l’|l’6|le|ILLE|||pronoun||Neut|Sing|Acc||||Prs|3|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ma|ma|mon1|MEUS|||determiner||Fem|Sing|||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maestresse|maestresse|maistresse|MAGISTER|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mai|mai|mai|MAIUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mailles|mailles|maille|MACULA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mailloit|mailloit|maillier1|MALLEUS|||verb|||Sing||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maillés|maillés|maillier1|MALLEUS|||verb||Masc|Sing|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
main|main|main2|MANUS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mainee|mainee|maisniee|MANSIO|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mainere|mainere|maniere|MANUARIUS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mainiere|mainiere|maniere|MANUARIUS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mains|mains|main2|MANUS|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mains|mains1|maint|*MANIGIþô-|||determiner||Masc|Plur|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maint|maint|maint|*MANIGIþô-|||determiner||Masc|Plur|Nom||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maint|maint1|maint|*MANIGIþô-|||determiner||Masc|Plur|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maintenant|maintenant|maintenant|MANU TENERE|||adverb||||||||||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maintes|maintes|maint|*MANIGIþô-|||determiner||Masc|Plur|Nom||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maintes|maintes1|maint|*MANIGIþô-|||determiner||Masc|Plur|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maintes|maintes3|maint|*MANIGIþô-|||determiner||Fem|Plur|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maisnié|maisnié|maisniee|MANSIO|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maison|maison|maison|MANSIO|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maison|maison1|maison|MANSIO|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maistre|maistre|maistre2|MAGISTER|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maitinee|maitinee|matinee|MATUTINUS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mal|mal|mal1|MALUS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
male|male|mal1|MALUS|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
males|males|mal|MALUS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
manda|manda|mander|MANDARE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mande|mande|mander|MANDARE|||verb|||Sing||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mandement|mandement|mandement|MANDARE|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mander|mander|mander|MANDARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mandrai|mandrai|mander|MANDARE|||verb|||Sing||||||1|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mandé|mandé|mander|MANDARE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mandés|mandés|mander|MANDARE|||verb|||Plur||||||2|Fin|Imp|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mangerent|mangerent|mangier|MANDUCARE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mangier|mangier|mangier|MANDUCARE|||verb|Noun|||||||||Ind|Inf|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maniere|maniere|maniere|MANUARIUS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
manjuerent|manjuerent|mangier|MANDUCARE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mantel|mantel|mantel|MANTUS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mantel|mantel1|mantel|MANTUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
marine|marine|marine|MARINUS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maris|maris|mari|MARITUS|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mars|mars|Mars||||properNoun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
martir|martir|martir|MARTYR|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
matire|matire|matiere|MATERIA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mau|mau|mal1|MALUS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mau|mau1|mal1|MALUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
maumis|maumis1|maumettre|MITTERE|||verb|compTens|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mauz|mauz|mal1|MALUS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
me|me|moi|ME|||pronoun|||Sing|Acc||||Prs|1|||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
me|me2|mais1|MAGIS2|||pronoun||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
medea|medea|Medée||||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
meillor|meillor|meillor|MELIOR|||adjective|Noun|Neut|Sing|Acc|Cmp|||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
meillor|meillor1|meillor|MELIOR|||adjective|Noun|Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
meillor|meillor5|meillor|MELIOR|||adjective|Noun|Neut|Sing|Nom|Cmp|||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mena|mena|mener|MINARE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
menast|menast|mener|MINARE|||verb|||Sing||||||3|Fin|Sub|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
menee|menee|mener|MINARE|||verb|compTens|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
menees|menees|mener|MINARE|||verb|||Plur||||||2|Fin|Imp|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
menees|menees1|mener|MINARE|||verb||Fem|Sing|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
menelaus|menelaus|Ménélas||||properNoun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
menelax|menelax|Ménélas||||properNoun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
menelax|menelax1|Ménélas||||properNoun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mener|mener|mener|MINARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
menoient|menoient|mener|MINARE|||verb|||Plur||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
menoit|menoit|mener|MINARE|||verb|||Sing||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
menti|menti|mentir|MENTIRI|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mentir|mentir|mentir|MENTIRI|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
menue|menue|menu|MINUTUS|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
menuement|menuement|menuement|MINUTUS|||adverb||||||||||||||||Man||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mer|mer|mer|MARE|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
merchant|merchant|marchëant|MERCATUS|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
merci|merci|mercïer|MERCES|||verb|||Sing||||||1|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
merci|merci1|merci|MERCES|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mercia|mercia|mercïer|MERCES|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mere|mere|mere|MATER|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mersia|mersia|mercïer|MERCES|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
merveilles|merveilles|merveille|MIRABILIA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mervoille|mervoille|merveille|MIRABILIA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mervoille|mervoille1|merveille|MIRABILIA|||noun|Adv|Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mervoille|mervoille2|merveillier|MIRABILIA|||verb|||Sing||||||3|Fin|Ind|Pres|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mervoilles|mervoilles|merveille|MIRABILIA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mervoilles|mervoilles1|merveille|MIRABILIA|||noun|Adv|Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mervoilleus|mervoilleus|merveillos|MIRABILIA|||adjective||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mervoilleus|mervoilleus1|merveillos|MIRABILIA|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mervoilleus|mervoilleus2|merveillos|MIRABILIA|||adjective||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mervoilleuse|mervoilleuse|merveillos|MIRABILIA|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mervoilleusement|mervoilleusement|merveillosement|MIRABILIA|||adverb||||||||||||||||Man||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mervoilleuses|mervoilleuses|merveillos|MIRABILIA|||adjective||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mes|mes|mais1|MAGIS2|||adjective||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mes|mes2|mon1|MEUS|||determiner||Masc|Plur|Acc||Poss||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mesaje|mesaje|message2|MITTERE|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mesaje|mesaje1|message2|MITTERE|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mesaverroit|mesaverroit|mesavenir|ADVENIRE|||verb|||Sing||||||3|Fin|Cnd|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mesavint|mesavint|mesavenir|ADVENIRE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
meslé|meslé|mesler|MISCULARE|||verb||Masc|Sing|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mestier|mestier|mestier|MINISTERIUM|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mestier|mestier1|mestier|MINISTERIUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mesure|mesure|mesure|MENSURA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
met|met|metre2|MITTERE|||verb|||Sing||||||2|Fin|Imp|Pres|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
mete|mete|metre2|MITTERE|||verb|||Sing||||||3|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
metes|metes|metre2|MITTERE|||verb|||Sing||||||2|Fin|Imp|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
metre|metre|metre2|MITTERE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
metrons|metrons|metre2|MITTERE|||verb|||Plur||||||1|Fin|Ind|Fut|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
meïsmes|meïsmes|mëisme|IPSE|||determiner||Masc|Sing|Nom||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
meïsmes|meïsmes1|mëisme|IPSE|||determiner||Masc|Sing|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
meïsmes|meïsmes3|mëisme|IPSE|||determiner||Neut|Sing|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
meïsmes|meïsmes4|mëisme|IPSE|||determiner||Fem|Sing|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
meïsmes|meïsmes6|mëisme|IPSE|||determiner||Masc|Plur|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
meïsmes|meïsmes9|mëisme|IPSE|||determiner||Fem|Plur|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
meïssent|meïssent|metre2|MITTERE|||verb|||Plur||||||3|Fin|Sub|Imp|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
