FORMA|KEY|SIGL
de|de|v
son|son1|v
##|##
païs|païs|v
neis|neis|v
tos|tos1|v
cels|cels1|v
dou|dou|v
##|##
monde|monde1|v
car|car|v
il|il|v
estoit|estoit1|v
mult|mult|v
##|##
vaillant|vaillant|v
et|et|v
preuz|preuz|v
et|et|v
saje|saje|v
##|##
.|.|v
celui|celui|v
jason|jason|v
estoit|estoit3|v
tant|tant|v
##|##
montés|montés|v
de|de|v
sa|sa|v
enfante|enfante|v
par|par|v
##|##
sa|sa|v
vallor|vallor|v
et|et|v
par|par|v
sa|sa|v
##|##
proësse|proësse|v
car|car|v
son|son|v
nom|nom|v
estoit|estoit2|v
##|##
coneü|coneü|v
et|et|v
redoutés|redoutés|v
par|par|v
maintes|maintes3|v
##|##
terres|terres|v
et|et|v
son|son|v
afer|afer|v
aloit|aloit2|v
##|##
chascun|chascun|v
jor|jor|v
multipliant|multipliant|v
plus_et_plus|plus_et_plus|v
.|.|v
##|##
et|et|v
quant|quant|v
pelleus|pelleus|v
vit|vit|v
que|que|v
##|##
jason|jason|v
aloit|aloit2|v
ensi|ensi|v
fesans|fesans|v
et|et|v
##|##
qe|qe3|v
chascun|chascun|v
jor|jor|v
multiplioit|multiplioit|v
plus_et_plus|plus_et_plus|v
##|##
,|,|v
il|il|v
pensa|pensa|v
à|à|v
soi|soi|v
##|##
meïsmes|meïsmes1|v
qe|qe3|v
,|,|v
c’|c’|v
il|il|v
##|##
vivoit|vivoit|v
longuement|longuement|v
,|,|v
il|il|v
le|le4|v
##|##
poroit|poroit|v
desiriter|desiriter|v
et|et|v
chaser|chaser|v
fors|fors|v
##|##
de|de|v
sa|sa|v
terre|terre|v
et|et|v
de|de|v
##|##
son|son1|v
reigne|reigne|v
à_ce_q’|à_ce_q’|v
il|il|v
estoit|estoit2|v
##|##
mult|mult|v
amés|amés2|v
de|de|v
tot|tot1|v
les|les|v
##|##
aus|aus1|v
barons|barons3|v
de|de|v
son|son1|v
reigne|reigne|v
##|##
por|por|v
sa|sa|v
valor|valor|v
et|et|v
por|por|v
##|##
sa|sa|v
bonté|bonté|v
.|.|v
à|à|v
ce|ce1|v
##|##
pensoit|pensoit|v
li|li|v
roi|roi|v
qe|qe|v
mult|mult|v
##|##
grant|grant4|v
paor|paor|v
avoit|avoit|v
de|de|v
son|son1|v
##|##
nevo|nevo|v
qi|qi|v
ne|ne|v
le|le4|v
chasast|chasast|v
##|##
for|for|v
de|de|v
sa|sa|v
terre|terre|v
,|,|v
##|##
car|car|v
il|il|v
connoisoit|connoisoit|v
qe|qe3|v
fere|fere|v
##|##
le|le6|v
peüst|peüst|v
asés|asés|v
legierement|legierement|v
c’|c’|v
##|##
il|il|v
de|de|v
te|te|v
se|se|v
voloit|voloit1|v
##|##
entremetre|entremetre|v
.|.|v
et|et|v
por|por|v
ceste|ceste1|v
##|##
grant|grant4|v
paor|paor|v
prist|prist|v
il|il|v
haine|haine|v
##|##
et|et|v
fellonie|fellonie|v
à|à|v
lui|lui|v
,|,|v
##|##
si|si|v
pensoit|pensoit|v
tot|tot3|v
jor|jor|v
coment|coment|v
##|##
il|il|v
peüst|peüst|v
envoier|envoier|v
en|en|v
male|male|v
##|##
voie|voie|v
son|son1|v
nevo|nevo|v
;|;|v
asé|asé|v
s’|s’|v
##|##
engignoit|engignoit|v
il|il|v
tot|tot3|v
jor|jor|v
.|.|v
##|##
ja|ja|v
fust|fust1|v
ce_q’|ce_q’|v
il|il|v
ne|ne|v
##|##
fesoit|fesoit|v
nuls|nuls1|v
senblant|senblant|v
.|.|v
coment|coment|v
##|##
pelleus|pelleus|v
pensa|pensa|v
de|de|v
mander|mander|v
jason|jason1|v
##|##
au|au|v
colcos|colcos|v
la|la|v
toison|toison|v
dou|dou|v
##|##
monton|monton1|v
querre|querre|v
.|.|v
en|en|v
celui|celui1|v
##|##
tenz|tenz|v
,|,|v
celonc|celonc|v
ce_qe|ce_qe|v
l’|l’1|v
##|##
estoire|estoire|v
nos|nos1|v
raconte|raconte|v
,|,|v
avoit|avoit1|v
##|##
en|en|v
l’|l’1|v
isle|isle|v
dou|dou|v
colcos|colcos|v
##|##
un|un|v
monton|monton|v
le_qel|le_qel|v
avoit|avoit|v
la|la|v
##|##
toison|toison|v
d’|d’|v
or|or1|v
.|.|v
si|si|v
##|##
estoit|estoit|v
celui|celui|v
monton|monton|v
de|de|v
tel|tel6|v
##|##
vertu|vertu|v
qe|qe3|v
nuls|nuls3|v
ne|ne|v
le|le4|v
##|##
poit|poit|v
prendre|prendre|v
ni|ni|v
avoir|avoir|v
ni|ni|v
##|##
por|por|v
senz|senz1|v
ni|ni|v
por|por|v
hor|hor1|v
##|##
ni|ni|v
por|por|v
argent|argent|v
,|,|v
car|car|v
##|##
il|il|v
estoit|estoit2|v
del|del|v
guise|guise|v
gardés|gardés|v
##|##
q’|q’1|v
il|il|v
n’|n’|v
i|i|v
alast|alast|v
##|##
ja|ja|v
nul|nul|v
home|home|v
vivant|vivant|v
por|por|v
##|##
prer|prer|v
-le|-le|v
q’|q’1|v
il|il|v
ne|ne|v
##|##
li|li2|v
convenist|convenist|v
la|la|v
vie|vie|v
perdre|perdre|v
##|##
.|.|v
si|si|v
en|en2|v
estoit|estoit3|v
ja|ja|v
##|##
por|por|v
lui|lui|v
prendre|prendre|v
et|et|v
avoir|avoir|v
##|##
maintes|maintes|v
vaillans|vaillans|v
homes|homes|v
mors|mors|v
.|.|v
##|##
pelleus|pelleus|v
se|se|v
porpensa|porpensa|v
en|en|v
son|son1|v
##|##
cuor|cuor|v
qe|qe3|v
,|,|v
c’|c’|v
il|il|v
##|##
peüst|peüst|v
tan|tan|v
faire|faire|v
q’|q’1|v
il|il|v
##|##
i|i|v
peüst|peüst|v
jason|jason1|v
envoier|envoier|v
por|por|v
##|##
la|la|v
toison|toison|v
dou|dou|v
monton|monton1|v
qerre|qerre|v
##|##
,|,|v
adonc|adonc|v
seroit|seroit|v
il|il|v
delivré|delivré|v
##|##
de|de|v
lui|lui|v
et|et|v
de|de|v
sa|sa|v
##|##
paor|paor|v
et|et|v
jamés|jamés|v
ne|ne|v
li|li2|v
##|##
convendroit|convendroit|v
de|de|v
lui|lui|v
douter|douter|v
à_ce_q’|à_ce_q’|v
##|##
il|il|v
savoit|savoit|v
qe|qe3|v
jamés|jamés|v
ne|ne|v
##|##
repareroit|repareroit|v
.|.|v
de|de|v
se|se4|v
meïsmes|meïsmes3|v
##|##
.|.|v
ne|ne|v
demora|demora|v
mie|mie|v
grament|grament|v
##|##
qe|qe3|v
li|li|v
roi|roi|v
pelleus|pelleus|v
tint|tint|v
##|##
une|une|v
mult|mult|v
grant|grant4|v
feste|feste|v
de_denz|de_denz|v
##|##
sa|sa|v
cité|cité|v
car|car|v
il|il|v
fist|fist1|v
##|##
asenbler|asenbler|v
tos|tos1|v
les|les|v
aus|aus1|v
barons|barons3|v
##|##
de|de|v
sa|sa|v
contree|contree|v
et|et|v
de|de|v
##|##
son|son1|v
reigne|reigne|v
qi|qi|v
bien|bien4|v
furent|furent|v
##|##
plus|plus|v
de|de|v
viic|viic|v
.|.|v
à|à|v
##|##
cele|cele|v
grant|grant4|v
feste|feste|v
estoit|estoit|v
jason|jason|v
##|##
et|et|v
hercules|hercules|v
.|.|v
celui|celui|v
hercules|hercules|v
##|##
estoit|estoit1|v
mult|mult|v
preus|preus|v
et|et|v
vaillant|vaillant|v
##|##
et|et|v
mult|mult|v
très_fors|très_fors|v
:|:|v
il|il|v
conqist|conqist|v
##|##
par|par|v
sa|sa|v
force|force|v
et|et|v
par|par|v
##|##
sa|sa|v
proësse|proësse|v
maintes|maintes1|v
reignes|reignes|v
et|et|v
##|##
maintes|maintes3|v
regions|regions|v
;|;|v
il|il|v
ficha|ficha|v
les|les|v
##|##
boues|boues|v
qe|qe1|v
alixandre|alixandre|v
le|le|v
grant|grant|v
##|##
trova|trova|v
en|en|v
inde|inde|v
la|la|v
dereaine|dereaine|v
##|##
.|.|v
celui|celui|v
hercules|hercules|v
vainqi|vainqi|v
et|et|v
##|##
hocist|hocist|v
maint|maint1|v
jaans|jaans|v
par|par|v
son|son1|v
##|##
cors|cors|v
seulement|seulement|v
.|.|v
et|et|v
quant|quant|v
##|##
la|la|v
cort|cort|v
hot|hot|v
duree|duree|v
viii|viii|v
##|##
jors|jors|v
tot|tot4|v
pleniers|pleniers|v
,|,|v
li|li|v
##|##
roi|roi|v
apella|apella|v
jason|jason1|v
et|et|v
li|li2|v
##|##
dist|dist|v
:|:|v
"|"||v
biau|biau|v
nies|nies|v
,|,|v
##|##
je|je|v
vos|vos|v
aime|aime|v
,|,|v
veraiement|veraiement|v
##|##
le|le6|v
sachés|sachés|v
,|,|v
sor|sor|v
toutes|toutes|v
##|##
rienz|rienz2|v
vivant|vivant|v
et|et|v
faire|faire|v
le|le6|v
##|##
doi|doi1|v
por_ce_qe|por_ce_qe|v
mon|mon|v
nevo|nevo1|v
esté|esté3|v
##|##
et|et|v
por_ce_qe|por_ce_qe|v
vostre|vostre2|v
valor|valor|v
et|et|v
##|##
vostre|vostre2|v
proësse|proësse|v
le|le6|v
me|me|v
comande|comande|v
##|##
à|à|v
faire|faire|v
.|.|v
biaus|biaus|v
nies|nies|v
##|##
,|,|v
je|je|v
ne|ne|v
vos|vos|v
vuoil|vuoil|v
##|##
ramentovoir|ramentovoir|v
la|la|v
grant|grant4|v
renomee|renomee|v
qui|qui|v
##|##
vos|vos|v
cort|cort1|v
par|par|v
universe|universe|v
monde|monde1|v
##|##
ni|ni|v
ne|ne|v
vos|vos|v
vuoil|vuoil|v
ramentouvoir|ramentouvoir|v
##|##
vostre|vostre2|v
grant|grant4|v
proësses|proësses|v
ne|ne|v
vostre|vostre2|v
##|##
mervoilleuses|mervoilleuses|v
victoire|victoire|v
qi|qi|v
vos|vos|v
sunt|sunt|v
##|##
avenues|avenues|v
en|en|v
vostre|vostre1|v
tenz|tenz|v
por_ce_q’|por_ce_q’|v
##|##
il|il|v
ne|ne|v
seroit|seroit1|v
convenable|convenable|v
.|.|v
##|##
mes|mes|v
je|je|v
vos|vos|v
fais|fais|v
savoir|savoir1|v
##|##
qe|qe3|v
vos|vos1|v
poés|poés|v
henor|henor|v
et|et|v
##|##
pris|pris|v
conqerre|conqerre|v
et|et|v
avoir|avoir|v
sor|sor|v
##|##
tos|tos1|v
homes|homes1|v
vivant|vivant|v
se|se2|v
vos|vos1|v
##|##
de|de|v
ce|ce1|v
vos|vos|v
volés|volés|v
entremetre|entremetre|v
##|##
.|.|v
si|si|v
vos|vos|v
dirai|dirai|v
coment|coment|v
##|##
.|.|v
voir|voir|v
est|est1|v
qe|qe3|v
en_l’|en_l’|v
##|##
isle|isle|v
dou|dou|v
colcos|colcos|v
a|a1|v
un|un|v
##|##
monton|monton|v
le_qel|le_qel|v
a|a|v
la|la|v
toison|toison|v
##|##
d’|d’|v
or|or1|v
;|;|v
si|si|v
se|se1|v
sont|sont3|v
##|##
ja|ja|v
maint|maint|v
preudomes|preudomes|v
asaiés|asaiés|v
por|por|v
##|##
lui|lui|v
avoir|avoir|v
.|.|v
mes|mes|v
tel|tel6|v
##|##
en|en2|v
a|a2|v
esté|esté1|v
l’|l’1|v
aventure|aventure|v
##|##
qi|qi1|v
encore|encore|v
ni|ni|v
i|i|v
ala|ala|v
##|##
nuls|nuls3|v
qui|qui|v
à|à|v
chief|chief1|v
en|en2|v
##|##
venist|venist|v
.|.|v
et|et|v
por_ce|por_ce|v
,|,|v
##|##
biaux|biaux|v
nies|nies|v
,|,|v
qe|qe3|v
je|je|v
##|##
voudroie|voudroie1|v
tot|tot1|v
jors|jors|v
vostre|vostre1|v
honor|honor|v
##|##
et|et|v
vostre|vostre1|v
acreïsiment|acreïsiment1|v
,|,|v
si|si|v
##|##
vos|vos|v
di|di|v
qe|qe3|v
,|,|v
se|se2|v
##|##
vostre|vostre|v
cuor|cuor1|v
vos|vos|v
aportoit|aportoit|v
et|et|v
##|##
donoit|donoit|v
d’|d’|v
aler|aler1|v
la|la|v
toison|toison|v
##|##
quere|quere|v
,|,|v
grant|grant1|v
pris|pris|v
et|et|v
##|##
grant|grant1|v
henor|henor|v
et|et|v
conqerrés|conqerrés|v
.|.|v
##|##
et|et|v
je|je|v
vos|vos|v
jur|jur|v
et|et|v
##|##
afi|afi|v
sor|sor|v
tos|tos1|v
les|les|v
diex|diex|v
##|##
de|de|v
ma|ma|v
loi|loi|v
qe|qe3|v
,|,|v
##|##
se|se2|v
vos|vos1|v
la|la|v
toison|toison|v
m’|m’|v
##|##
aportés|aportés1|v
,|,|v
je|je|v
vos|vos|v
ferai|ferai|v
##|##
en|en|v
ma|ma|v
vie|vie|v
hoir|hoir|v
de|de|v
##|##
mon|mon1|v
reigne|reigne|v
et|et|v
vos|vos|v
en|en2|v
##|##
dorai|dorai|v
la|la|v
seignorie|seignorie|v
si|si|v
ne|ne|v
##|##
vos|vos|v
faudrai|faudrai|v
enult|enult|v
tens|tens1|v
à|à|v
##|##
chouse|chouse|v
faire|faire|v
qe|qe|v
plaisir|plaisir|v
vos|vos|v
##|##
soit|soit|v
"|"||v
.|.|v
coment|coment|v
jason|jason|v
##|##
respondi|respondi|v
à|à|v
son|son1|v
honcle|honcle|v
d’|d’|v
##|##
aler|aler1|v
la|la|v
touson|touson|v
quere|quere|v
.|.|v
##|##
quant|quant|v
jason|jason|v
entendi|entendi|v
ce_qe|ce_qe|v
son|son|v
##|##
oncle|oncle|v
li|li2|v
dit|dit2|v
et|et|v
la|la|v
##|##
grant|grant4|v
promesion|promesion|v
qu’|qu’|v
il|il|v
li|li2|v
##|##
fet|fet2|v
,|,|v
il|il|v
en|en2|v
ot|ot|v
##|##
mult|mult|v
grant|grant4|v
joie|joie|v
de_denz|de_denz|v
son|son1|v
##|##
cuer|cuer|v
car|car|v
il|il|v
pensoit|pensoit|v
bien|bien4|v
##|##
q’|q’1|v
il|il|v
avoit|avoit|v
tant|tant|v
de|de|v
##|##
force|force|v
et|et|v
de|de|v
pooir|pooir|v
qe|qe3|v
##|##
,|,|v
c’|c’|v
il|il|v
de|de|v
ce|ce1|v
##|##
se|se|v
voloit|voloit1|v
entremetre|entremetre|v
,|,|v
nulle|nulle|v
##|##
rienz|rienz1|v
vivant|vivant|v
ne|ne|v
porroit|porroit|v
le|le|v
##|##
monton|monton1|v
garentir|garentir|v
q’|q’1|v
il|il|v
ne|ne|v
##|##
l_en|l_en|v
aport|aport|v
.|.|v
si|si|v
avoit|avoit|v
##|##
adonc|adonc|v
jason|jason|v
mult|mult|v
grant|grant4|v
volonté|volonté|v
##|##
d’|d’|v
aler|aler|v
por|por|v
les|les1|v
estrange|estrange1|v
##|##
contrees|contrees|v
et|et|v
regions|regions|v
dou|dou|v
monde|monde1|v
##|##
q’|q’|v
il|il|v
avoit|avoit2|v
hoï|hoï1|v
nomer|nomer|v
##|##
,|,|v
veant|veant|v
et|et|v
chersant|chersant|v
et|et|v
##|##
fesant|fesant|v
chouse|chouse|v
por|por|v
quoi|quoi|v
son|son|v
##|##
non|non1|v
fust|fust2|v
creüz|creüz1|v
et|et|v
ensausiéz|ensausiéz|v
##|##
.|.|v
et|et|v
por_ce|por_ce|v
respondi|respondi|v
il|il|v
##|##
à|à|v
son|son1|v
honcle|honcle|v
en|en|v
tel|tel6|v
##|##
mainiere|mainiere|v
:|:|v
"|"||v
sire|sire|v
,|,|v
fist|fist|v
##|##
il|il|v
,|,|v
je|je|v
cuit|cuit|v
et|et|v
##|##
croi|croi|v
qe|qe3|v
vos|vos1|v
amés|amés|v
mult|mult|v
##|##
l’|l’|v
enor|enor|v
et|et|v
le|le|v
bien|bien1|v
##|##
de|de|v
moi|moi|v
tos|tos3|v
ensi|ensi|v
com|com|v
##|##
vos|vos1|v
dites|dites|v
.|.|v
et|et|v
por_ce_qe|por_ce_qe|v
##|##
je|je|v
croi|croi|v
q’|q’1|v
il|il2|v
est|est|v
##|##
ensi|ensi|v
,|,|v
je|je|v
sui|sui1|v
prest|prest|v
##|##
et|et|v
aparoillés|aparoillés6|v
de_l’|de_l’|v
aler|aler2|v
à|à|v
##|##
vostre|vostre1|v
commandement|commandement|v
.|.|v
et|et|v
de_ce_qe|de_ce_qe|v
##|##
si|si|v
grant|grant4|v
chouse|chouse|v
me|me|v
prometés|prometés|v
##|##
,|,|v
vos|vos|v
merci|merci|v
je|je|v
sor|sor|v
##|##
toutes|toutes|v
rienz|rienz2|v
"|"||v
.|.|v
mult|mult|v
##|##
estoit|estoit1|v
jason|jason|v
à|à|v
se|se4|v
faire|faire|v
##|##
volontos|volontos|v
por_ce_q’|por_ce_q’|v
il|il|v
ne|ne|v
pensoit|pensoit|v
##|##
mie|mie|v
à_la|à_la|v
fellonie|fellonie|v
son|son1|v
honcle|honcle|v
##|##
.|.|v
coment|coment|v
pelleus|pelleus|v
comanda|comanda|v
la|la|v
##|##
nef|nef|v
aparoiller|aparoiller|v
por|por|v
jason|jason1|v
envoier|envoier|v
##|##
au|au|v
colcos|colcos|v
la|la|v
toison|toison|v
quere|quere|v
##|##
.|.|v
mult|mult|v
hot|hot1|v
li|li|v
roi|roi|v
##|##
pelleus|pelleus|v
grant|grant4|v
joie|joie|v
de|de|v
ce_qe|ce_qe|v
##|##
jason|jason|v
li|li2|v
respondi|respondi|v
,|,|v
si|si|v
##|##
pensa|pensa|v
maintenant|maintenant|v
de_l’|de_l’|v
ovre|ovre|v
haster|haster|v
##|##
.|.|v
maintenant|maintenant|v
manda|manda|v
li|li|v
roi|roi|v
##|##
pelleus|pelleus|v
por|por|v
le|le|v
plus|plus2|v
soverain|soverain|v
##|##
engigneor|engigneor|v
qi|qi|v
fust|fust1|v
adonc|adonc|v
au|au|v
##|##
monde|monde1|v
,|,|v
qi|qi|v
avoit|avoit|v
non|non2|v
##|##
argus|argus1|v
.|.|v
et|et|v
quant|quant|v
argus|argus|v
##|##
fu|fu|v
devant|devant1|v
li|li|v
roi|roi|v
pelleus|pelleus|v
##|##
,|,|v
li|li|v
roi|roi|v
li|li|v
commanda|commanda|v
##|##
qu’|qu’1|v
il|il|v
feïst|feïst|v
la|la|v
plus|plus2|v
##|##
grant|grant4|v
nef|nef|v
et|et|v
la|la|v
plus|plus2|v
##|##
riche|riche|v
et|et|v
la|la|v
miaudre|miaudre|v
aparoillee|aparoillee6|v
##|##
,|,|v
por|por|v
grant|grant5|v
hondes|hondes|v
soufrir|soufrir|v
##|##
ce|ce2|v
·l|·l1|v
beisoins|beisoins|v
en|en2|v
venist|venist|v
##|##
,|,|v
q’|q’|v
il|il|v
seüst|seüst|v
fere|fere|v
##|##
.|.|v
argus|argus|v
li|li2|v
respondi|respondi|v
qe|qe3|v
##|##
ce|ce1|v
feroit|feroit|v
il|il|v
bien|bien4|v
et|et|v
##|##
volontier|volontier|v
à|à|v
tot|tot3|v
son|son1|v
pooir|pooir|v
##|##
et|et|v
q’|q’1|v
il|il|v
le|le4|v
la|la1|v
##|##
cuidoit|cuidoit|v
doner|doner|v
fete|fete2|v
et|et|v
aparoillee|aparoillee|v
##|##
de_denz|de_denz|v
un|un|v
mois|mois|v
et|et|v
en|en|v
##|##
mains|mains|v
bien|bien4|v
et|et|v
gentement|gentement|v
aparoilliee|aparoilliee|v
##|##
si_come|si_come|v
à|à|v
tel|tel6|v
nef|nef|v
convendroit|convendroit|v
##|##
por|por|v
nagier|nagier|v
en|en|v
aute|aute|v
mer|mer|v
##|##
de|de|v
jor|jor|v
et|et|v
de|de|v
nuit|nuit|v
##|##
.|.|v
coment|coment|v
li|li|v
vaillant|vaillant|v
bachelier|bachelier2|v
##|##
de|de|v
la|la|v
contree|contree|v
vindrent|vindrent|v
à|à|v
##|##
jason|jason1|v
,|,|v
si|si|v
li|li2|v
ofrirent|ofrirent|v
##|##
conpaignie|conpaignie|v
tenir|tenir|v
en|en|v
celui|celui1|v
voiage|voiage|v
##|##
.|.|v
quant|quant|v
la|la|v
novelle|novelle|v
fu|fu1|v
##|##
espandue|espandue|v
coment|coment|v
li|li|v
roi|roi|v
pelleus|pelleus|v
##|##
fesoit|fesoit1|v
une|une|v
grant|grant4|v
nef|nef|v
fer|fer1|v
##|##
à|à|v
mult|mult|v
grant|grant4|v
haste|haste|v
,|,|v
##|##
en|en|v
quoi|quoi|v
jason|jason|v
devoit|devoit|v
aler|aler|v
##|##
au|au|v
colcos|colcos|v
la|la|v
toison|toison|v
d’|d’|v
##|##
our|our|v
qerre|qerre|v
,|,|v
lor|lor3|v
vindrent|vindrent|v
##|##
les|les|v
vaillant|vaillant|v
bacheliers|bacheliers2|v
de_la|de_la|v
contree|contree|v
##|##
,|,|v
cels|cels|v
qi|qi|v
de|de|v
greignor|greignor|v
##|##
pris|pris|v
et|et|v
de|de|v
greignor|greignor1|v
renomee|renomee|v
##|##
estoient|estoient|v
,|,|v
à|à|v
jason|jason1|v
et|et|v
##|##
li|li2|v
hofrirent|hofrirent|v
d’|d’|v
aler|aler|v
en|en|v
##|##
sa|sa|v
conpaignie|conpaignie|v
se|se2|v
à|à|v
lui|lui|v
##|##
plesoit|plesoit|v
.|.|v
jason|jason|v
les|les4|v
mersia|mersia|v
##|##
mult|mult|v
si_come|si_come|v
saje|saje|v
et|et|v
cortois|cortois|v
##|##
,|,|v
si|si|v
lor|lor4|v
dist|dist|v
q’|q’1|v
##|##
il|il|v
amoit|amoit|v
et|et|v
voloit|voloit|v
mult|mult|v
##|##
volontiers|volontiers|v
sa|sa|v
conpaignie|conpaignie|v
,|,|v
et|et|v
##|##
q’|q’1|v
il|il1|v
alassent|alassent2|v
en|en|v
lor|lor2|v
##|##
contree|contree|v
sejorner|sejorner|v
.|.|v
et|et|v
quant|quant|v
##|##
la|la|v
douce|douce|v
saison|saison|v
de_la|de_la|v
primevoille|primevoille|v
##|##
venist|venist|v
,|,|v
il|il1|v
pairassent|pairassent|v
arieres|arieres|v
##|##
là_où|là_où|v
il|il1|v
savront|savront|v
qe|qe3|v
la|la|v
##|##
nef|nef|v
sera|sera|v
.|.|v
et|et|v
il|il|v
##|##
ont|ont1|v
tot|tot|v
ensi|ensi|v
otroié|otroié|v
.|.|v
##|##
si|si|v
ont|ont1|v
pris|pris1|v
de|de|v
lu|lu|v
##|##
conjé|conjé|v
.|.|v
coment|coment|v
jason|jason|v
mist|mist|v
##|##
sa|sa|v
nef|nef|v
de_denz|de_denz|v
la|la|v
mer|mer|v
##|##
et|et|v
se|se|v
recoilli|recoilli|v
entre|entre|v
lui|lui|v
##|##
et|et|v
sa|sa|v
conpaignie|conpaignie|v
et|et|v
se|se1|v
##|##
mistrent|mistrent|v
à_la|à_la|v
voie|voie|v
.|.|v
quant|quant|v
##|##
il|il|v
vint|vint|v
vers|vers|v
la|la|v
saison|saison|v
##|##
dou|dou|v
novel|novel|v
tenz|tenz|v
que|que|v
les|les|v
##|##
hosieis|hosieis|v
chanton|chanton|v
doucement|doucement|v
et|et|v
la|la|v
##|##
plaerie|plaerie|v
est|est1|v
verdoiant|verdoiant|v
et|et|v
revestue|revestue|v
##|##
de|de|v
belles|belles|v
flores|flores|v
de|de|v
deverses|deverses|v
##|##
coulor|coulor1|v
,|,|v
ensement|ensement|v
les|les|v
versiers|versiers|v
##|##
sont|sont2|v
de|de|v
lor|lor5|v
fueilles|fueilles|v
revestus|revestus|v
##|##
et|et|v
l’|l’1|v
ore|ore|v
vente|vente|v
dous|dous|v
##|##
et|et|v
soef|soef|v
,|,|v
adonc|adonc|v
fist|fist1|v
##|##
jason|jason|v
sa|sa|v
nef|nef|v
trere|trere|v
de_denz|de_denz|v
##|##
la|la|v
mer|mer|v
.|.|v
la|la|v
nef|nef|v
##|##
hot|hot1|v
non|non2|v
argon|argon|v
por|por|v
l’|l’1|v
##|##
amor|amor2|v
d’|d’|v
argus|argus1|v
qi|qi|v
fet|fet3|v
##|##
l’|l’4|v
avoit|avoit2|v
et|et|v
hovree|hovree|v
.|.|v
##|##
li|li|v
roi|roi|v
pelleus|pelleus|v
l’|l’4|v
avoit|avoit2|v
##|##
mult|mult|v
bien|bien4|v
fete|fete1|v
garnir|garnir|v
et|et|v
##|##
aparoillier|aparoillier|v
de|de|v
qanqe|qanqe|v
mestier|mestier|v
lor|lor4|v
##|##
fu|fu3|v
.|.|v
adonc|adonc|v
vindren|vindren|v
les|les|v
##|##
chevaliers|chevaliers2|v
et|et|v
les|les|v
conpaignons|conpaignons|v
jason|jason1|v
##|##
,|,|v
si|si|v
entrerent|entrerent|v
de_denz|de_denz|v
la|la|v
##|##
nef|nef|v
.|.|v
hercules|hercules|v
i|i|v
ala|ala|v
##|##
avec|avec|v
jason|jason1|v
por_ce_qe|por_ce_qe|v
son|son|v
parenz|parenz|v
##|##
estoit|estoit|v
auqes|auqes|v
de_pres|de_pres|v
.|.|v
et|et|v
##|##
quant|quant|v
la|la|v
nef|nef|v
fu|fu1|v
mult|mult|v
##|##
bien|bien4|v
aparoilliee|aparoilliee1|v
et|et|v
garnie|garnie|v
,|,|v
##|##
il|il1|v
furent|furent2|v
recoillis|recoillis1|v
tos|tos4|v
,|,|v
##|##
adonc|adonc|v
donna|donna|v
lor|lor5|v
voilles|voilles|v
,|,|v
##|##
si|si|v
se|se1|v
mistrent|mistrent|v
en|en|v
aute|aute|v
##|##
mer|mer|v
.|.|v
et|et|v
tant|tant|v
siglerent|siglerent|v
##|##
à|à|v
ploines|ploines|v
voilles|voilles|v
qe|qe3|v
